,x,y,z
0,101.63498757172681,-66.75928116542538,7.205249792987903
1,111.81798677539257,-70.75567649252599,3.1457434307947945
2,97.77746915951109,-65.86370743872926,8.40886811433128
3,-21.07740719162279,-29.411794701661105,50.49864371899001
4,-19.8134654844703,-33.9481686718655,48.95975904183402
5,-22.482577953468404,-32.08044608810489,50.12836296217198
6,87.66275719817358,-44.754146598107226,-84.98313289071542
7,-47.03740418393323,-5.980472309611951,-37.910203044902225
8,-21.891292673441665,-32.44072988547693,49.88295965926314
9,-34.744960029873745,-11.22526522981957,-42.80622004764842
10,-22.54813602799593,-28.546586127435493,51.098193106473296
11,102.83708514928993,-65.647596029712,7.221831499357258
12,-49.05354171799223,-6.998290481143823,-37.689926436769284
13,-44.73718525003193,-7.419909684701941,-38.86049273544835
14,-21.084250263213224,-32.47796200405397,49.66939058082464
15,-44.29199615263024,-9.520847184921417,-39.54140319484714
16,106.47091647022357,-67.36754103561104,5.404639097710336
17,101.19882493776825,-63.29659060104324,8.260734666488357
18,-49.276304731312116,-4.235711747556553,-36.88295786894036
19,103.11501783364928,-67.11184748651823,6.756258623101203
20,-47.01108683887599,-5.801428258084683,-37.86379106224862
21,-24.543396980117432,-28.798856652759042,51.515922294315494
22,77.5946786627654,-46.02590272993366,-81.91164451894964
23,-18.882415625847585,-31.64271734813599,49.67611505815934
24,-22.37690741540177,-32.12377555528967,50.08014876986605
25,-25.039609254089072,-30.743973035124206,51.11310626202481
26,-43.902219655583195,-10.230080498418634,-39.826800048674016
27,-48.22750840632392,-6.506203440714029,-37.75422869899261
28,-19.801539733572366,-34.07098830198807,48.923594767710675
29,-47.63712289921261,-8.51262417168143,-38.447773346863066
30,-48.882572968157874,-5.351717860302116,-37.28006893377115
31,-20.17068337554799,-32.70506686053008,49.388647002290995
32,98.33544678967941,-63.94304310420322,8.771510015927113
33,-41.06197778133845,-9.432688204254331,-40.313533094521446
34,-44.10251099333168,-8.631931721373295,-39.350211772782814
35,-48.14979635977342,-5.672622176416318,-37.54871081992245
36,-43.74922898356228,-6.443099942522504,-38.843944758209986
37,-43.718493419115035,-9.611781579560867,-39.706413183121825
38,-19.589405503813396,-32.85531218910292,49.20640926698727
39,-18.912971731774167,-33.05047832586892,48.98159534348529
40,-23.42881435947666,-30.11294745149624,50.886333617456756
41,99.77245874430812,-66.22406179333751,7.81935238408859
42,-46.645665465728385,-3.9740403175411525,-37.46231905595511
43,-48.760225824820424,-6.646462989226877,-37.66213403351541
44,-20.531875399786554,-30.661819039528424,50.03100033049471
45,-48.01753192681619,-3.1469045886229092,-36.90253376067153
46,-42.63071807687241,-5.0784140800420685,-38.74860298577056
47,-21.905700923545993,-35.1789437481929,49.14759047332933
48,104.13145640324421,-67.37253920663262,6.436055510915576
49,-42.44894589012104,-8.220702340447561,-39.64445119653923
50,-44.81014572516236,-5.681697479336865,-38.37709531490629
51,-48.71088701228842,-5.702495082917099,-37.418847318644424
52,-24.260055103104087,-32.88940955333984,50.345930806666935
53,-16.90387253415014,-30.046616138683518,49.304806136035616
54,-45.922936704536355,-4.1721065951456096,-37.69261522458067
55,100.78631757126567,-63.62048483131182,8.272802646124994
56,87.06877798947409,-42.99055332407115,-84.36066632188721
57,-44.95053882037625,-6.725078200573201,-38.61860170180322
58,98.04739369956913,-65.76132536718012,8.369488526669414
59,-45.92566713006528,-7.238282656823862,-38.52466074484392
60,80.25411113247641,-43.40339569211595,-82.33780358331394
61,-19.633088702767417,-32.92838552131307,49.192384990370556
62,98.32892602356239,-68.76819007456129,7.484128242526321
63,99.20662943518474,-66.19064184404708,7.965768859498809
64,103.26313241907773,-67.14606878676538,6.7108133872289955
65,-20.840729266280217,-31.928905509683688,49.75681698179745
66,-46.68445953627175,-6.242742968307845,-38.06323201226507
67,-40.791574814579334,-4.959145457384383,-39.168263965411235
68,98.37757645327866,-62.99306556947773,9.018536451444277
69,-47.332797633472765,-6.857491175287426,-38.068685738633505
70,102.60163959046615,-67.03366276820087,6.889626268077137
71,-47.6604017415426,-6.640674100743701,-37.934058753487754
72,-25.16396479855782,-28.02416432708785,51.88135844512389
73,-25.753460082282057,-30.377544251561627,51.39294128113491
74,-19.83945360797427,-33.212113835300606,49.170017086627766
75,-47.722384373787605,-7.656964217973225,-38.195691253704595
76,-46.97562290493147,-3.930552169223215,-37.36870197493446
77,-25.0611116955494,-27.82335183788876,51.907154647526184
78,-20.32311310300177,-31.604120140975468,49.71870417924016
79,-47.40781571316445,-3.412799286002613,-37.12288657296889
80,73.75333157705461,-39.05360971786588,-79.56374547266937
81,74.46473468835146,-43.496374536664874,-80.9406031126646
82,-20.742063970020656,-31.17687371010825,49.94261858905673
83,-26.027348499929918,-33.354920741242864,50.65362009469038
84,-22.342051992042673,-32.130245872991665,50.08011071175684
85,100.47236744868422,-63.111889877565915,8.488375901080747
86,-23.15410034404702,-30.8166260245857,50.63459640600532
87,100.364397846544,-66.37336103205465,7.632929597407884
88,-21.615482676537855,-32.31901198163941,49.84811951341121
89,-46.443804501215894,-3.743481152167074,-37.4455928761609
90,-48.145259297088586,-10.243400234819548,-38.3037831650175
91,-23.53849517789361,-31.68255271738343,50.49009224731217
92,103.4506209350591,-64.25854388475047,7.452333878701101
93,-24.848854957307573,-31.474395441945674,50.86883739538124
94,-22.62484566677426,-32.050213049335085,50.169027711174046
95,-44.653729763287565,-4.216612959901677,-38.017112573354744
96,79.8612241102469,-42.29146086682579,-81.93997407615873
97,77.08481494460395,-39.821323091998515,-80.59041611093114
98,-46.23623546128541,-3.807663114319975,-37.51343067747711
99,-23.767642811439618,-30.979737088464475,50.735101858817295
100,99.91274856970517,-64.27864231000915,8.314066511939469
101,-47.45446326812804,-7.288669860973763,-38.16014304763027
102,-19.82561664967528,-30.46876306130916,49.90863360664804
103,-45.16686280347221,-6.3642576711212495,-38.47408066236074
104,73.29699021893904,-37.03115488556847,-78.89942581586054
105,-20.49864152524117,-29.327527032159473,50.38316454068294
106,-24.59230880562437,-28.12143350019571,51.71422384113742
107,102.68416570976352,-66.99211219717796,6.895205798508233
108,-22.58500271759883,-32.54465254110339,50.02535020518044
109,-49.395011171539686,-6.306119934342374,-37.418200440426254
110,73.15418955372243,-39.66998754522177,-79.57946528282791
111,-22.669837400439718,-32.04832230263702,50.17622335541019
112,-26.849139804016165,59.62446836133458,-24.871232569871637
113,-46.13650238759325,-6.286876397161847,-38.20877081888989
114,-36.51289190466115,-7.307840285685156,-41.313781428650515
115,-25.23297963494128,-30.40961629657295,51.2496230511599
116,102.72925888966526,-63.49930981389599,7.829246412887528
117,-22.76978063285431,-31.885630025305748,50.25043575212497
118,-47.1345187568231,-3.2690792309889534,-37.14685512347418
119,-22.235791800454322,-32.02985492942034,50.07584494427032
120,-20.56104108484355,-33.509583738266535,49.262224980659504
121,-22.985366706562115,-29.87038759970931,50.84722490087111
122,-23.127899781915605,-28.38728334784053,51.283987695013316
123,75.78453451973337,-43.53832163570612,-81.27281331235643
124,-21.711118325565955,-31.604589613484695,50.06813319875319
125,-20.521918378818867,-29.08085996938678,50.45596113321946
126,-48.81768739802522,-6.336884843529097,-37.56833009266405
127,75.55609871712585,-38.333641186649565,-79.80998197790585
128,97.81091674767094,-66.3772419891687,8.73884873813057
129,-46.444308709372805,-7.263889143959154,-38.39857368336758
130,78.25824184467662,-41.74456580043665,-81.39914148232964
131,-46.79129048158532,-7.063028300324544,-38.263626853066405
132,-23.387787482729163,-31.782551667115484,50.42598263213473
133,103.52195781623385,-63.9856657074677,7.502379313390307
134,-45.487196134089785,-7.2201124914706645,-38.62585526074143
135,-46.68972416001202,-3.750085197535842,-37.39294317814427
136,-22.628933290542196,-31.10854317013284,50.420021616491105
137,74.76120574740158,-37.63691675410378,-79.42731895845455
138,99.38871877815603,-66.65916316762033,7.79505782663534
139,-21.89832375897085,-31.16738774193817,50.22596987432468
140,-25.054594184240102,-30.326248745291657,51.233032247221175
141,102.10889318107652,-66.84360640759547,7.078054872851375
142,-3.069986549900027,28.384500380292547,62.4446736148864
143,-46.442010116500114,-7.259777933848915,-38.39670150620826
144,-46.55475500290343,-3.4283820105839165,-37.3326497120142
145,-47.08674299646524,-6.924440215921727,-38.153489759773215
146,-45.38984135572563,-9.397072613828437,-39.23434871239431
147,87.9403210867066,-44.708505237326186,-85.03902357282361
148,-21.942868789800706,-32.111815907490765,49.981303041924434
149,-22.806159307702366,-31.93674467361555,50.2410704496343
150,-49.60972494368643,-2.722424107244471,-36.39623150139817
151,-46.46219733571971,-7.079659698775301,-38.34432727218256
152,-47.309005197017285,-6.087523485454268,-37.872394499855716
153,-25.169524626710746,-30.59470868592731,51.18864904002858
154,-21.082589208318144,-32.19082873586891,50.23462551746166
155,-25.846100357556715,-28.451554440722134,51.930169597357335
156,-48.192292100714994,-3.5504227803332173,-36.96274439662806
157,-48.67474183790994,-3.433955964333414,-36.81713209229707
158,-46.50040987209812,-6.949988548775294,-38.303662913931106
159,-21.1247898723857,-33.6245243856124,49.36466222015615
160,-23.189376783972985,-32.37382913733781,50.21721592046392
161,-48.457729261411586,-2.9697273695493247,-36.74636918926258
162,77.79992440388156,-38.642799498799675,-80.44806378435956
163,-27.136134469665024,57.1915551055803,-25.45657632397393
164,-17.733872942180767,-33.11544288968799,48.67850842256975
165,103.52992106332988,-70.11909787233917,5.829369018561132
166,100.57683851764962,-65.6575046013185,7.773793532870865
167,-48.22567793166971,-3.439048153819584,-36.92569922675635
168,99.28952359127072,-63.99390530141491,8.542953283730075
169,-23.934048688150366,-31.701749359090137,50.58536143330077
170,-49.30086948450326,-5.22980799750168,-37.144405346583994
171,-46.16889930992036,-4.226096777663503,-37.64449888770856
172,108.58678707797475,-68.82893614692104,4.48902234816461
173,-46.29579145900895,-6.357647428149639,-38.19458684666604
174,-19.492525658854245,-32.897149589713415,49.16523721165851
175,-48.03272929559466,-5.894577812100429,-37.64225710927692
176,77.64049448984441,-40.861304479103666,-81.00463242833952
177,-44.047101782440244,-7.734812044007838,-39.120066800204185
178,-47.224602383186756,-6.751749979702459,-38.07137663324508
179,-23.63652431928911,-31.642770921828053,50.53032821406128
180,-23.752445442661145,-28.23206386498695,51.47482520742267
181,-25.039977175773743,-33.3809710440756,50.40289821330744
182,-24.324406397445927,-32.50626623682658,50.458939411669284
183,101.37820102605107,-66.64420636031458,7.312427572622283
184,-46.88954636187218,-6.829791193214502,-38.170159189422904
185,98.14622346749947,-68.36659847742482,7.637301922942271
186,-48.38313687633227,-6.45230559273429,-37.70594831298108
187,-45.58970587989965,-7.303999889106989,-38.61721583084831
188,-42.88318034926747,-8.10493493643526,-39.50636876219194
189,-45.922894343132825,-7.104172795989986,-38.48578271433367
190,-24.09215027428171,-36.287805320564686,49.859828459892135
191,-14.214561780629563,-35.39891602811567,46.733973372694614
192,-21.235177685881478,-35.243850156029616,48.95995648750917
193,98.31547137298541,-64.0931131011814,8.753342577131647
194,95.73226105917928,-65.14884545335974,9.104243500444603
195,-21.657430818417666,-29.261413957657005,50.68211101689819
196,-26.81651851879412,-32.978448298917165,50.9438734135812
197,-24.728959370430672,-28.134887896049502,51.742692517337005
198,-48.928321333563936,-8.287896597430784,-38.06965131506439
199,-49.81671756373929,-7.823811455519709,-37.40837774792604
200,-24.510336709443845,-34.47929548906844,49.97550158597341
201,76.81991267993413,-41.486042129507204,-80.97422897665432
202,-24.795057525231087,-31.335085646989477,50.89807999469753
203,85.92949862923099,-44.29828247206267,-84.4306523843553
204,-21.46878983310633,-29.305819127265806,50.62852399790958
205,-47.86413515272261,-6.379136457248215,-38.872909488510196
206,98.46303560915646,-65.698319203325,8.255303824323136
207,75.66643731372199,-41.16811190219223,-80.60524010775393
208,-45.05435264499961,-7.526097916373751,-38.81595659045553
209,-42.50205713330142,-10.109501097237617,-40.137752226227505
210,-46.64080820072793,-3.806441269622819,-37.41502617755315
211,75.71995597701935,-44.297896564649044,-81.4626558860798
212,-44.73854566051141,-7.424232134188018,-38.861599564033455
213,-23.773983405506037,-32.12571635390819,50.43214113594474
214,-22.635706784567287,-29.122101993233194,50.964251949122776
215,78.09569132964455,-41.84916666152275,-81.38730819738088
